-64.703,32.373,0.24803
-91.237,29.668,-0.31676
-77.953,34.227,-0.12177
-69.948,41.689,-0.077765
-81.687,30.192,-0.060285
-76.671,34.72,0.0077798
-77.022,38.873,0.013962
-75.588,39.582,0.018754
-75.14,39.931,0.022291
-75.573,39.559,0.023691
-70.559,43.322,0.026331
-89.258,29.178,0.031246
-75.81,39.528,0.031546
-70.71,43.072,0.031692
-74.752,40.136,0.033614
-75.043,40.012,0.037995
-77.785,34.213,0.03826
-74.87,40.082,0.040533
-76.248,39.213,0.043153
-75.41,39.812,0.044049
-81.871,26.648,0.045398
-72.91,41.283,0.050282
-75.988,37.165,0.051673
-73.768,40.81,0.052038
-78.916,33.655,0.052051
-75.552,35.793,0.05303
-74.015,40.7,0.055143
-76.577,39.267,0.055364
-80.785,32.502,0.05561
-73.182,41.173,0.058044
-71.408,41.584,0.060042
-68.204,44.393,0.061857
-74.142,40.641,0.06252
-71.045,42.358,0.063581
-82.425,27.913,0.063586
-72.09,41.361,0.065385
-76.302,36.778,0.065628
-67.187,44.649,0.068762
-76.038,38.219,0.070572
-75.375,39.305,0.073885
-71.327,41.505,0.074901
-71.398,41.808,0.075366
-76.33,36.947,0.075491
-76.068,38.576,0.076447
-70.246,43.656,0.076856
-76.29,37.611,0.076962
-75.12,38.786,0.077483
-76.478,37.227,0.077656
-82.554,27.858,0.078777
-74.01,40.467,0.07928
-76.113,36.967,0.07951
-76.481,38.985,0.079577
-76.465,37.995,0.081076
-75.746,36.184,0.081646
-66.983,44.904,0.082236
-71.167,41.707,0.084191
-71.343,41.717,0.084327
-70.672,41.523,0.084729
-76.452,38.317,0.085186
-75.092,38.328,0.08682
-75.703,35.211,0.090164
-79.922,32.782,0.093183
-82.563,27.639,0.094741
-71.963,41.05,0.095427
-74.418,39.355,0.096522
-70.091,41.286,0.09658
-81.43,30.397,0.097937
-81.467,30.672,0.098139
-82.626,27.759,0.10022
-83.03,29.133,0.10721
-75.113,38.987,0.10834
-80.901,32.035,0.11412
-74.97,38.969,0.12247
-64.705,17.75,0.12801
-64.927,18.331,0.13097
-97.237,27.634,0.13307
-64.729,18.313,0.13417
-65.447,18.156,0.13541
-64.754,17.695,0.1401
-65.825,18.048,0.14051
-65.475,18.086,0.1413
-82.832,27.979,0.14194
-65.629,18.337,0.14542
-91.325,29.444,0.14838
-66.121,18.475,0.14899
-84.98,29.729,0.14965
-67.046,17.97,0.14971
-67.994,18.107,0.15001
-80.033,26.612,0.15536
-81.81,26.131,0.1584
-80.162,25.731,0.15871
-65.306,18.298,0.15886
-97.39,27.812,0.15903
-88.088,30.565,0.15927
-66.702,18.481,0.16395
-97.198,26.074,0.16792
-67.168,18.456,0.17102
-85.668,30.152,0.1737
-97.046,28.021,0.17756
-97.203,27.821,0.17795
-61.845,17.555,0.18083
-81.809,24.556,0.18876
-97.022,28.118,0.19592
-80.594,28.416,0.19615
-67.169,18.214,0.19685
-97.177,26.077,0.19893
-96.388,28.452,0.20039
-96.714,28.405,0.20336
-88.04,30.708,0.20499
-81.106,24.714,0.20536
-88.073,30.25,0.2061
-97.217,27.58,0.21038
-93.932,29.867,0.21045
-93.881,29.981,0.21153
-89.407,28.932,0.21313
-90.976,29.174,0.21592
-95.243,29.719,0.22363
-94.508,29.516,0.22583
-90.113,30.027,0.23232
-96.595,28.64,0.23719
-95.303,28.942,0.23754
-93.344,29.768,0.25145
-93.868,29.729,0.26651
-94.985,29.682,0.26758
-94.794,29.311,0.27892
-89.673,29.868,0.28554
-89.326,30.326,0.2885
-94.725,29.354,0.30966
-94.917,29.478,0.35023
